full_text,text_processed,text_processed1,label,score,panjang
@Kimberley_PS08 @Ndons_Back Prabowo dah ky Mulyono Cma main2in angka survei buat ngukur kinerja nya.itu bknny dta survey Litbang kompas jg yg jdi rujukan ? Fakta ihsg ambruk Rp anjlok Dya beli masarakat turun Pabrik ttup Phk di mna2 investor kabur Kalian pd ttp mata Klo Prabowo itu = jkowi 3 periode,prabowo dah mulyono cma main angka survei ngukur kerja bknny dta survey litbang kompas jdi rujuk fakta ihsg ambruk anjlok dya beli masarakat turun pabrik ttup phk mna investor kabur ttp mata klo prabowo jkowi periode,kimberley ps ndons back prabowo dah ky mulyono cma main in angka survei buat ngukur kinerja nya itu bknny dta survey litbang kompas jg yang jdi rujukan fakta ihsg ambruk rp anjlok dya beli masarakat turun pabrik ttup phk di mna investor kabur kalian pd ttp mata klo prabowo itu jkowi periode,negative,0.9166430234909058,36
@somexthread Institusi sudah kacau dari terendah sampai tertinggi jadi walau diviralkan tetap saja tidak takut dan kapok seharusnya pak @prabowo sebagai presiden mengevaluasi kinerja kapolri beserta jajarannya,institusi kacau rendah tinggi diviralkan takut kapok prabowo presiden evaluasi kerja kapolri serta jajar,somexthread institusi sudah kacau dari terendah sampai tertinggi jadi walau diviralkan tetap saja tidak takut dan kapok seharusnya pak prabowo sebagai presiden mengevaluasi kinerja kapolri beserta jajarannya,neutral,0.9529578685760498,14
@IndonesiaJadi Lahan 73.432 hektare jadi satu bukti nyata kinerja Presiden Prabowo buat rakyat,lahan hektare bukti nyata kerja presiden prabowo rakyat,indonesiajadi lahan hektare jadi satu bukti nyata kinerja presiden prabowo buat rakyat,neutral,0.9892584681510924,8
@democrazymedia Terus Klo di Balik.....Mentang mentang Menjadi Presiden terus Merasa Pinter dan Bener Gitu......? Sudah Pak @prabowo jangan Selalu Bikin Narasi....Tunjukan saja Dengan Kinerja.....Supaya Tidah Menambah Kekacauan 5 th terakhir ini.....,klo mentang mentang presiden pinter bener prabowo bikin narasi tunjuk kerja tidah tambah kacau,democrazymedia terus klo di balik mentang mentang menjadi presiden terus merasa pinter dan bener gitu sudah pak prabowo jangan selalu bikin narasi tunjukan saja dengan kinerja supaya tidah menambah kekacauan th terakhir ini,neutral,0.9832056164741516,14
@IndonesiaJadi Makin percaya sama kinerja Presiden Prabowo MBG bikin desa auto sejahtera dan petani happy,percaya kerja presiden prabowo mbg bikin desa auto sejahtera tani happy,indonesiajadi makin percaya sama kinerja presiden prabowo mbg bikin desa auto sejahtera dan petani happy,neutral,0.9848434329032898,11
@YruQt2XKBnOzz7S @Intel_Imut @prabowo Approval ratings adalah persentase dukungan publik terhadap kinerja seorang pemimpin diukur melalui jajak pendapat. Presiden Prabowo Subianto memiliki rating tinggi sekitar 81% atau lebih tertinggi di antara pemimpin G20 menurut beberapa sumber. Namun ia mungkin tidak muncul,prabowo approval ratings persentase dukung publik kerja pimpin ukur jajak dapat presiden prabowo subianto milik rating tinggi pimpin sumber muncul,yruqt xkbnozz intel imut prabowo approval ratings adalah persentase dukungan publik terhadap kinerja seorang pemimpin diukur melalui jajak pendapat presiden prabowo subianto memiliki rating tinggi sekitar atau lebih tertinggi di antara pemimpin menurut beberapa sumber namun ia mungkin tidak muncul,positive,0.9938971400260924,20
mantap! Kinerja kabinet di bawah arahan pak Prabowo pasti lebih solid. Yuk optimis bareng demi perubahan positif buat Indonesia kita tercinta https://t.co/gihPmAGJhM,mantap kerja kabinet arah prabowo solid yuk optimis bareng ubah positif indonesia cinta,mantap kinerja kabinet di bawah arahan pak prabowo pasti lebih solid yuk optimis bareng demi perubahan positif buat indonesia kita tercinta,negative,0.972233772277832,13
@FelixSGL1 Kok gue ngelihatnya ganti menteri ini cuma urusan ganti pemain aja yaa dibanding kinerja mengingat kinerja orangnya Prabowo juga nggak bagus bagus amat (Sugiono Fadly Zon Bapennas). Best deal untuk Prabowo kayag gini sih kalau ganti banyak menteri bakal limbung kabinetnya.,gue ngelihatnya ganti menteri urus ganti main yaa banding kerja kerja orang prabowo nggak bagus bagus sugiono fadly zon bapennas best deal prabowo kayag gin ganti menteri limbung kabinet,felixsgl kok gue ngelihatnya ganti menteri ini cuma urusan ganti pemain aja yaa dibanding kinerja mengingat kinerja orangnya prabowo juga tidak bagus bagus amat sugiono fadly zon bapennas best deal untuk prabowo kayag gini sih kalau ganti banyak menteri bakal limbung kabinetnya,neutral,0.99198180437088,29
@Epricila10 Tidak ada yg meragukan kinerja pak @prabowo yg di ragukan cuman para para fafa fufu,ragu kerja prabowo ragu cuman fafa fufu,epricila tidak ada yang meragukan kinerja pak prabowo yang di ragukan cuman para para fafa fufu,neutral,0.9723915457725524,7
@GenZNusantara Inovasi Presiden Prabowo lewat MBG buktiin kinerja nyata desa makin hidup,inovasi presiden prabowo mbg buktiin kerja nyata desa hidup,genznusantara inovasi presiden prabowo lewat mbg buktiin kinerja nyata desa makin hidup,neutral,0.9815271496772766,9
@tissue_______ @PartaiSocmed Indikator penentuan approval rating seperti Prabowo Subianto (81%) adalah survei opini publik yang menanyakan persetujuan terhadap kinerja pemimpin menggunakan rata-rata sederhana 7 hari dari survei online harian ditimbang untuk representasi demografis. Responden adalah orang,indikator tentu approval rating prabowo subianto survei opini publik tuju kerja pimpin sederhana survei online hari timbang representasi demografis responden orang,tissue partaisocmed indikator penentuan approval rating seperti prabowo subianto adalah survei opini publik yang menanyakan persetujuan terhadap kinerja pemimpin menggunakan rata rata sederhana hari dari survei online harian ditimbang untuk representasi demografis responden adalah orang,positive,0.9637961387634276,21
@TarunaIkrar @reg_pangan @bpom @prabowo Kurangnya kinerja BPOM Banyak pihak yang merasa bahwa BPOM tidak bekerja secara efektif sehingga menimbulkan masalah bagi para pengusaha yang bergantung pada layanan BPOM.,prabowo kurang kerja bpom bpom efektif timbul usaha gantung layan bpom,tarunaikrar reg pangan bpom prabowo kurangnya kinerja bpom banyak pihak yang merasa bahwa bpom tidak bekerja secara efektif sehingga menimbulkan masalah bagi para pengusaha yang bergantung pada layanan bpom,negative,0.99617201089859,11
@Jumeri_ekas @prabowo @YandriSusanto27 @ArizaPatria @taufikmadjid71 @nursaid @kemendespdt Sukses selalu buat kinerja Pak Menteri ,prabowo sukses kerja menteri,jumeri ekas prabowo yandrisusanto arizapatria taufikmadjid nursaid kemendespdt sukses selalu buat kinerja pak menteri,neutral,0.9926827549934388,4
Posisi pers tdk bisa diintervensi jajaran presiden krn dilindungi UU.Jika ada tindakan pidana ttg kinerja pers diluar tindakan pribadi(maling ayam pencucian uang judi online dll) melanggar UU harus melalui dewan pers dulu pk @prabowo pk @ST_Burhanuddin @KejaksaanRI Cc @DPR_RI,posisi pers tdk intervensi jajar presiden krn lindung tindak pidana ttg kerja pers luar tindak pribadi maling ayam cuci uang judi online dll langgar dewan pers prabowo,posisi pers tidak bisa diintervensi jajaran presiden krn dilindungi uu jika ada tindakan pidana ttg kinerja pers diluar tindakan pribadi maling ayam pencucian uang judi online dll melanggar uu harus melalui dewan pers dulu pk prabowo pk st burhanuddin kejaksaanri cc dpr ri,neutral,0.9621248841285706,27
Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo https://t.co/VB4kWuJVaK. membuka Rakernis Densus 88 Antiteror Polri di Auditorium PTIK-STIK Lemdiklat Polri Jakarta Selasa (22/4) sekaligus memberikan piagam penghargaan kepada tiga pihak yang mendukung kinerja Densus 88. https://t.co/uuRhjGGVh9,kapolri jenderal polisi drs listyo sigit prabowo buka rakernis densus antiteror polri auditorium ptik stik lemdiklat polri jakarta selasa piagam harga dukung kerja densus,kapolri jenderal polisi drs listyo sigit prabowo membuka rakernis densus antiteror polri di auditorium ptik stik lemdiklat polri jakarta selasa sekaligus memberikan piagam penghargaan kepada tiga pihak yang mendukung kinerja densus,neutral,0.9155645966529846,24
Pengakuannya cakep dah jd wajar yg ori dukung @prabowo di luar dr rezim ini. Makanya model @psi_id mana ada dia buat semangatkan kinerja Presidennya hari² cuma perjuangkan ijazah palsu cungkring dan berusaha citrakan si beler Samsul. ,aku cakep dah wajar ori dukung prabowo rezim model semangat kerja presiden juang ijazah palsu cungkring usaha citra beler samsul,pengakuannya cakep dah jd wajar yang ori dukung prabowo di luar dr rezim ini makanya model psi id mana ada dia buat semangatkan kinerja presidennya hari cuma perjuangkan ijazah palsu cungkring dan berusaha citrakan si beler samsul,neutral,0.9011263847351074,20
@tempodotco Pak @prabowo sebaiknya evaluasi transparansi program makan bergizi gratis dan pastikan transparansi dilakukan dgn baik&amp;tidak ada konflik kepentingan untuk puluhkan kepercayaan masyarakat &amp; investor asing pada Indonesia. Masyarakat butuh kinerja berkualitas tinggi @NarasiNewsroom,prabowo evaluasi transparansi program makan gizi gratis pasti transparansi konflik penting puluh percaya masyarakat investor asing indonesia masyarakat butuh kerja kualitas,tempodotco pak prabowo sebaiknya evaluasi transparansi program makan bergizi gratis dan pastikan transparansi dilakukan dengan baik tidak ada konflik kepentingan untuk puluhkan kepercayaan masyarakat investor asing pada indonesia masyarakat butuh kinerja berkualitas tinggi narasinewsroom,neutral,0.9799413084983826,21
Mungkin kedepannya akan lebih banyak lagi bohir-bohir yg melakukan hal ini untuk merusak kepercayaan masyarakat terhadap kinerja pemerintahan Presiden Prabowo Subianto. Bagi mereka kedamaian di negara ini kalah penting dari kepentingan kelompok mereka. https://t.co/PDgPqccWOK,depan bohir bohir rusak percaya masyarakat kerja perintah presiden prabowo subianto damai negara kalah penting kelompok,mungkin kedepannya akan lebih banyak lagi bohir bohir yang melakukan hal ini untuk merusak kepercayaan masyarakat terhadap kinerja pemerintahan presiden prabowo subianto bagi mereka kedamaian di negara ini kalah penting dari kepentingan kelompok mereka,neutral,0.994564175605774,16
@suryasena53 @xquitavee @prabowo @jokowi Aku g membahas perang tarif AS China jga g membahas kinerja Prabowo. Yg aku bahas itu PERTEMUAN KHOFIFAH DAN JOKOWI. Sengaja aku tulis huruf besar pendukung rezim itu rata2 tolol. Ntar salah ngerti lagi.,prabowo bahas perang tarif china jga bahas kerja prabowo bahas temu khofifah jokowi sengaja tulis huruf dukung rezim tolol ntar salah ngerti,suryasena xquitavee prabowo jokowi aku membahas perang tarif as china jga membahas kinerja prabowo yang aku bahas itu pertemuan khofifah dan jokowi sengaja aku tulis huruf besar pendukung rezim itu rata tolol ntar salah ngerti lagi,neutral,0.9896640181541444,22
@democrazymedia Nyopot Nya susah pak. Gibran sudah di Paku &amp; di Las Listrik oleh 58% Rakyat NKRI sbg WaPres Nya p. Prabowo. Sabar dulu yaa...pak lima tahun tdk lama kok. Kita evaluasi Kinerja beliau jika bagus Silakan dipilih lagi tdk perlu repot2 cari yg lain. Efektif n Efesien.,nyopot susah gibran paku las listrik rakyat nkri sbg wapres prabowo sabar yaa tdk evaluasi kerja beliau bagus sila pilih tdk repot cari efektif efesien,democrazymedia nyopot nya susah pak gibran sudah di paku di las listrik oleh rakyat nkri sbg wapres nya prabowo sabar dulu yaa pak lima tahun tidak lama kok kita evaluasi kinerja beliau jika bagus silakan dipilih lagi tidak perlu repot cari yang lain efektif efesien,neutral,0.9584070444107056,25
@tempodotco Segala keluhan dan kritik saudara/i terhadap kinerja Pemerintaha harao jangan mengarah pada anggota yakni @prabowo lebih baik sampaikan langsung kepada Presiden @jokowi . Hidup Jokowi https://t.co/64HHUkdylI,keluh kritik saudara kerja pemerintaha harao arah anggota prabowo langsung presiden hidup jokowi,tempodotco segala keluhan dan kritik saudara terhadap kinerja pemerintaha harao jangan mengarah pada anggota yakni prabowo lebih baik sampaikan langsung kepada presiden jokowi hidup jokowi,neutral,0.9229382872581482,13
@ch_chotimah2 Hidup Jokowiiiiii... . PakPresiden Jokowi tolong segera di evaluasi kinerja anggota anda ini @prabowo mengenai MBG dan Relokasi Palestina bila perlu di resufle aja menteri ini. Hidup jokow kodok. https://t.co/7hntv5RPwB,hidup jokowiiiiii pakpresiden jokowi tolong evaluasi kerja anggota prabowo mbg relokasi palestina resufle menteri hidup jokow kodok,ch chotimah hidup jokowiiiiii pakpresiden jokowi tolong segera di evaluasi kinerja anggota anda ini prabowo mengenai mbg dan relokasi palestina bila perlu di resufle aja menteri ini hidup jokow kodok,neutral,0.9610604047775269,17
@Ary_PrasKe2 @newIding30 @Marbot_Udien @King_PWS_ @HumorJonTampan @GM_Warrios @Cintada16 @ardisatriawan @AntoniusCDN @Anak__Ogi @alamtegarrrr Selamat bekerja di Periode ketiga Bapak Presiden Jokowi haraf segera di evaluasi kinerja menteri anda yakni @prabowo mengenai MBG dan lain-lain. ,selamat periode tiga presiden jokowi haraf evaluasi kerja menteri prabowo mbg,ary praske newiding marbot udien king pws humorjontampan gm warrios cintada ardisatriawan antoniuscdn anak ogi alamtegarrrr selamat bekerja di periode ketiga bapak presiden jokowi haraf segera di evaluasi kinerja menteri anda yakni prabowo mengenai mbg dan lain lain,neutral,0.9670726656913756,11
@prabowo Bagaimana tanggapan anda Pak Presiden @jokowi mengenai kinerja mantan menteri pertahanan anda ini? ..,prabowo tanggap presiden kerja mantan menteri tahan,prabowo bagaimana tanggapan anda pak presiden jokowi mengenai kinerja mantan menteri pertahanan anda ini,positive,0.9145574569702148,7
@AjiJulian167957 Belum ada rencana reshuffle menteri bermasalah per April 2025. Prabowo sudah ganti Menteri Pendidikan Tinggi pada Februari 2025 karena kinerja buruk. Saat ini tidak ada laporan kontroversi besar soal menteri lain. Namun jika muncul masalah baru reshuffle bisa terjadi.,rencana reshuffle menteri masalah april prabowo ganti menteri didik februari kerja buruk lapor kontroversi menteri muncul reshuffle,ajijulian belum ada rencana reshuffle menteri bermasalah per april prabowo sudah ganti menteri pendidikan tinggi pada februari karena kinerja buruk saat ini tidak ada laporan kontroversi besar soal menteri lain namun jika muncul masalah baru reshuffle bisa terjadi,neutral,0.9634363055229188,17
@ARSIPAJA Terimakasih pak Prabowo dan seluruh jajarannya yang sangat kompeten atas kinerja,terimakasih prabowo jajar kompeten kerja,arsipaja terimakasih pak prabowo dan seluruh jajarannya yang sangat kompeten atas kinerja,negative,0.9922035932540894,5
Sudah keterlaluan ini negara pemerintahan Prabowo di kinerja 100 hr dikumpulkan urusan urusan politik korupsi yg gak ada gerakannya. Kepolisian dan TNI preman seperti terjun bebas lakukan apapun. Apa kita Diamkan terus Para pakar jendrap pemerhati rakyat korban ini.... https://t.co/3scpKT2Ltb,negara perintah prabowo kerja kumpul urus urus politik korupsi gera polisi tni preman terjun bebas laku apa diam pakar jendrap perhati rakyat korban,sudah keterlaluan ini negara pemerintahan prabowo di kinerja hr dikumpulkan urusan urusan politik korupsi yang tidak ada gerakannya kepolisian dan tni preman seperti terjun bebas lakukan apapun apa kita diamkan terus para pakar jendrap pemerhati rakyat korban ini,neutral,0.9717648029327391,23
Cara jitu kinerja indonesia maju ya @prabowo,jitu kerja indonesia maju prabowo,cara jitu kinerja indonesia maju ya prabowo,negative,0.9911856055259703,5
@msaid_didu @prabowo Ganti semua menteri geng solo komunikasi buruk kinerja buruk gaya preman ketua parpol!! Rangkul @aniesbaswedan untuk kriteria seleksi menteri dan akademisi dari kampus yg kredibel dilibatkan ketat,prabowo ganti menteri geng solo komunikasi buruk kerja buruk gaya preman ketua parpol rangkul kriteria seleksi menteri akademisi kampus kredibel libat ketat,msaid didu prabowo ganti semua menteri geng solo komunikasi buruk kinerja buruk gaya preman ketua parpol rangkul aniesbaswedan untuk kriteria seleksi menteri dan akademisi dari kampus yang kredibel dilibatkan ketat,neutral,0.9898440837860109,22
